"ID","Publication type","Reporting date 1","Reporting date 2","Abstract","Date of acceptance","Addresses","File(s) confidential","Author's licence","Authors","Author URL","Collections","File(s) confidentiality reason","DOI","Edition","Editors","eISSN","File(s) embargo release date","External identifiers","Is compliant with institutional policy","File(s) embargoed","Open access","ISSN","Issue","Journal","Keywords","Language","Country","Medium","Notes","Article number","OA location file version","OA location URL","Online publication date","Pagination (start page)","Pagination (end page)","Pagination (page count)","PII","Publication date","Status","Public URL","Publisher","Publisher licence","Publisher URL","Record created at source","Record made publicly available","Relative citation ratio","Availability","Title","Article Type","Volume","Obj Hash","Citation count","ERA-2010 journal name","ERA 2010 rank","JCR journal name","JCR rank","SJR journal name","SJR rank","SNIP journal name","SNIP rank","Indexed in DOAJ","DOAJ CC Licence","Romeo colour","Romeo colour last updated when","Proprietary ID","Source","Canonical journal title","Journal data source"
"2129867","Journal article (Peer Reviewed)","01/01/2019",,"Masked uncontrolled hypertension (MUCH) is defined as controlled automated office blood pressure (BP; AOBP <135/85 mm Hg) in-clinic in patients receiving antihypertensive medication(s) but uncontrolled BP out-of-clinic by 24-hour ambulatory BP monitoring (ABPM; awake ≥135/85 mm Hg). We hypothesized that MUCH patients have greater out-of-clinic sympathetic activity compared with true controlled hypertensives. Patients being treated for hypertension were prospectively recruited after 3 or more consecutive clinic visits. All patients were evaluated by in-clinic automated office BP, plasma catecholamines, and spot-urine/plasma metanephrines. In addition, out-of-clinic 24-hour ABPM, 24-hour urinary for catecholamines and metanephrines was done. Out of 237 patients recruited, 169 patients had controlled in-clinic BP of which 156 patients had completed ABPM. Seventy-four were true controlled hypertensives, that is controlled by clinic automated office BP and by out-of-clinic ABPM. The remaining 82 were controlled by clinic automated office BP, but uncontrolled during out-of-clinic ABPM, indicative of MUCH. After exclusion of 4 patients because of inadequate or lack of 24-hour urinary collections, 72 true controlled hypertensive and 80 MUCH patients were analyzed. MUCH patients had significantly higher out-of-clinic BP variability and lower heart rate variability compared with true controlled hypertensives, as well as higher levels of out-of-clinic urinary catecholamines and metanephrines levels consistent with higher out-of-clinic sympathetic activity. In contrast, there was no difference in in-clinic plasma catecholamines and spot-urine/plasma levels of metanephrines between the 2 groups, consistent with similar levels of sympathetic activity while in clinic. MUCH patients have evidence of heightened out-of-clinic sympathetic activity compared with true controlled hypertensives, which may contribute to the development of MUCH.",,"",,,"Siddiqui M, Judd EK, Jaeger BC, Bhatt H, Dudenbostel T, Zhang B, Edwards LJ, Oparil S, Calhoun DA","https://www.ncbi.nlm.nih.gov/pubmed/30571547","",,"10.1161/HYPERTENSIONAHA.118.11818",,"","1524-4563",,"pmc:PMC6309788, nihms:NIHMS1509553",,,,,"1","Hypertension","blood pressure, catecholamines, heart rate, hypertension, masked hypertension","eng","United States",,,,,,,"132","141",,,"2019-01","Published",,,,,,,,,"Out-of-Clinic Sympathetic Activity Is Increased in Patients With Masked Uncontrolled Hypertension.","Journal Article","73",,,"Hypertension (0073-425X)","A*","HYPERTENSION (0194-911X)","6.8570","Hypertension (0194-911X)","3.186","Hypertension (0194-911X)","1.852","No",,"yellow","06/11/2018 04:09:39","30571547","PubMed","Hypertension","SHERPA/RoMEO"
"2129867","Journal article (Peer Reviewed)","01/01/2019",,"Masked uncontrolled hypertension (MUCH) is defined as controlled automated office blood pressure (BP; AOBP <135/85 mm Hg) in-clinic in patients receiving antihypertensive medication(s) but uncontrolled BP out-of-clinic by 24-hour ambulatory BP monitoring (ABPM; awake ≥135/85 mm Hg). We hypothesized that MUCH patients have greater out-of-clinic sympathetic activity compared with true controlled hypertensives. Patients being treated for hypertension were prospectively recruited after 3 or more consecutive clinic visits. All patients were evaluated by in-clinic automated office BP, plasma catecholamines, and spot-urine/plasma metanephrines. In addition, out-of-clinic 24-hour ABPM, 24-hour urinary for catecholamines and metanephrines was done. Out of 237 patients recruited, 169 patients had controlled in-clinic BP of which 156 patients had completed ABPM. Seventy-four were true controlled hypertensives, that is controlled by clinic automated office BP and by out-of-clinic ABPM. The remaining 82 were controlled by clinic automated office BP, but uncontrolled during out-of-clinic ABPM, indicative of MUCH. After exclusion of 4 patients because of inadequate or lack of 24-hour urinary collections, 72 true controlled hypertensive and 80 MUCH patients were analyzed. MUCH patients had significantly higher out-of-clinic BP variability and lower heart rate variability compared with true controlled hypertensives, as well as higher levels of out-of-clinic urinary catecholamines and metanephrines levels consistent with higher out-of-clinic sympathetic activity. In contrast, there was no difference in in-clinic plasma catecholamines and spot-urine/plasma levels of metanephrines between the 2 groups, consistent with similar levels of sympathetic activity while in clinic. MUCH patients have evidence of heightened out-of-clinic sympathetic activity compared with true controlled hypertensives, which may contribute to the development of MUCH.",,"From the Vascular Biology and Hypertension Program, Division of Cardiovascular Disease (M.S., T.D., S.O., D.A.C.), University of Alabama at Birmingham.",,,"Siddiqui M, Judd EK, Jaeger BC, Bhatt H, Dudenbostel T, Zhang B, Edwards LJ, Oparil S, Calhoun DA",,"",,"10.1161/hypertensionaha.118.11818",,"","1524-4563",,"pubmed:30571547",,,"No","0194-911X","1","Hypertension (Dallas, Tex. : 1979)","","eng",,"Print",,,,,,"132","141",,,"2019-01","Published",,,,,"2018-12-21",,,,"Out-of-Clinic Sympathetic Activity Is Increased in Patients With Masked Uncontrolled Hypertension.","Journal Article","73",,"0","Hypertension (0073-425X)","A*","HYPERTENSION (0194-911X)","6.8570","Hypertension (0194-911X)","3.186","Hypertension (0194-911X)","1.852","No",,"yellow","06/11/2018 04:09:39","MED:30571547","Europe PubMed Central","Hypertension","SHERPA/RoMEO"
"2132008","Journal article (Peer Reviewed)","31/12/2018",,"© 2018 American Heart Association, Inc. In 2017, the American College of Cardiology/American Heart Association (ACC/AHA) and the American College of Physicians/American Academy of Family Physicians (ACP/AAFP) published blood pressure guidelines. Adults recommended antihypertensive medication initiation or intensification by the ACP/AAFP guideline receive the same recommendation from the ACC/AHA guideline. However, many adults ≥60 years old are recommended to initiate or intensify antihypertensive medication by the ACC/AHA but not the ACP/AAFP guideline. We compared atherosclerotic cardiovascular disease event rates according to antihypertensive treatment recommendations in the ACC/AHA and ACP/AAFP guidelines among adults ≥60 years old with systolic blood pressure ≥130 mm Hg or diastolic blood pressure ≥80 mm Hg in the REGARDS study (Reasons for Geographic and Racial Differences in Stroke) and the JHS (Jackson Heart Study). Among 4311 participants not taking antihypertensive medication at baseline, 11.4%, 61.2%, and 27.4% were recommended antihypertensive medication initiation by neither guideline, the ACC/AHA but not the ACP/AAFP guideline, and both guidelines, respectively. Atherosclerotic cardiovascular disease event rates (95% CI) for these groups were 3.4 (1.6-5.2), 18.0 (16.1-19.8), and 25.3 (21.9-28.6) per 1000 person-years, respectively. Among 7281 participants taking antihypertensive medication at baseline, 57.9% and 42.1% were recommended antihypertensive medication intensification by the ACC/AHA but not the ACP/AAFP guideline and both guidelines, respectively. Atherosclerotic cardiovascular disease event rates (95% CI) for these groups were 18.2 (16.7-19.7) and 33.0 (30.5-35.4) per 1000 person-years, respectively. In conclusion, adults recommended initiation or intensification of antihypertensive medication by the ACC/AHA but not the ACP/AAFP guideline have high atherosclerotic cardiovascular disease risk that may be reduced through treatment initiation or intensification.",,"",,,"Jaeger BC, Anstey DE, Bress AP, Booth JN, Butler M, Clark D, Howard G, Kalinowski J, Long DL, Ogedegbe G, Plante TB, Shimbo D, Sims M, Supiano MA, Whelton PK, Muntner P",,"",,"10.1161/HYPERTENSIONAHA.118.12291",,"","1524-4563",,"pubmed:30595115",,,,"0194-911X","2","Hypertension","",,,,,,,,,"327","334",,,"2019-01-01","Published",,,,,,,,,"Cardiovascular Disease and Mortality in Adults Aged ≥60 Years According to Recommendations by the American College of Cardiology/American Heart Association and American College of Physicians/American Academy of Family Physicians","Journal Article","73",,"0","Hypertension (0073-425X)","A*","HYPERTENSION (0194-911X)","6.8570","Hypertension (0194-911X)","3.186","Hypertension (0194-911X)","1.852","No",,"yellow","06/11/2018 04:09:39","2-s2.0-85059795508","Scopus","Hypertension","SHERPA/RoMEO"
"2132008","Journal article (Peer Reviewed)","31/12/2018",,"In 2017, the American College of Cardiology/American Heart Association (ACC/AHA) and the American College of Physicians/American Academy of Family Physicians (ACP/AAFP) published blood pressure guidelines. Adults recommended antihypertensive medication initiation or intensification by the ACP/AAFP guideline receive the same recommendation from the ACC/AHA guideline. However, many adults ≥60 years old are recommended to initiate or intensify antihypertensive medication by the ACC/AHA but not the ACP/AAFP guideline. We compared atherosclerotic cardiovascular disease event rates according to antihypertensive treatment recommendations in the ACC/AHA and ACP/AAFP guidelines among adults ≥60 years old with systolic blood pressure ≥130 mm Hg or diastolic blood pressure ≥80 mm Hg in the REGARDS study (Reasons for Geographic and Racial Differences in Stroke) and the JHS (Jackson Heart Study). Among 4311 participants not taking antihypertensive medication at baseline, 11.4%, 61.2%, and 27.4% were recommended antihypertensive medication initiation by neither guideline, the ACC/AHA but not the ACP/AAFP guideline, and both guidelines, respectively. Atherosclerotic cardiovascular disease event rates (95% CI) for these groups were 3.4 (1.6-5.2), 18.0 (16.1-19.8), and 25.3 (21.9-28.6) per 1000 person-years, respectively. Among 7281 participants taking antihypertensive medication at baseline, 57.9% and 42.1% were recommended antihypertensive medication intensification by the ACC/AHA but not the ACP/AAFP guideline and both guidelines, respectively. Atherosclerotic cardiovascular disease event rates (95% CI) for these groups were 18.2 (16.7-19.7) and 33.0 (30.5-35.4) per 1000 person-years, respectively. In conclusion, adults recommended initiation or intensification of antihypertensive medication by the ACC/AHA but not the ACP/AAFP guideline have high atherosclerotic cardiovascular disease risk that may be reduced through treatment initiation or intensification.",,"",,,"Jaeger BC, Anstey DE, Bress AP, Booth JN, Butler M, Clark D, Howard G, Kalinowski J, Long DL, Ogedegbe G","https://www.ncbi.nlm.nih.gov/pubmed/30595115","",,"10.1161/HYPERTENSIONAHA.118.12291",,"","1524-4563",,"pmc:PMC6392064, nihms:NIHMS1515842",,,,,"2","Hypertension","adults, blood pressure, coronary heart disease, hypertension, stroke","eng","United States",,,,,,,"327","334",,,"2019-02","Published",,,,,,,,,"Cardiovascular Disease and Mortality in Adults Aged ≥60 Years According to Recommendations by the American College of Cardiology/American Heart Association and American College of Physicians/American Academy of Family Physicians.","Journal Article","73",,,"Hypertension (0073-425X)","A*","HYPERTENSION (0194-911X)","6.8570","Hypertension (0194-911X)","3.186","Hypertension (0194-911X)","1.852","No",,"yellow","06/11/2018 04:09:39","30595115","PubMed","Hypertension","SHERPA/RoMEO"
"2132008","Journal article (Peer Reviewed)","31/12/2018",,"In 2017, the American College of Cardiology/American Heart Association (ACC/AHA) and the American College of Physicians/American Academy of Family Physicians (ACP/AAFP) published blood pressure guidelines. Adults recommended antihypertensive medication initiation or intensification by the ACP/AAFP guideline receive the same recommendation from the ACC/AHA guideline. However, many adults ≥60 years old are recommended to initiate or intensify antihypertensive medication by the ACC/AHA but not the ACP/AAFP guideline. We compared atherosclerotic cardiovascular disease event rates according to antihypertensive treatment recommendations in the ACC/AHA and ACP/AAFP guidelines among adults ≥60 years old with systolic blood pressure ≥130 mm Hg or diastolic blood pressure ≥80 mm Hg in the REGARDS study (Reasons for Geographic and Racial Differences in Stroke) and the JHS (Jackson Heart Study). Among 4311 participants not taking antihypertensive medication at baseline, 11.4%, 61.2%, and 27.4% were recommended antihypertensive medication initiation by neither guideline, the ACC/AHA but not the ACP/AAFP guideline, and both guidelines, respectively. Atherosclerotic cardiovascular disease event rates (95% CI) for these groups were 3.4 (1.6-5.2), 18.0 (16.1-19.8), and 25.3 (21.9-28.6) per 1000 person-years, respectively. Among 7281 participants taking antihypertensive medication at baseline, 57.9% and 42.1% were recommended antihypertensive medication intensification by the ACC/AHA but not the ACP/AAFP guideline and both guidelines, respectively. Atherosclerotic cardiovascular disease event rates (95% CI) for these groups were 18.2 (16.7-19.7) and 33.0 (30.5-35.4) per 1000 person-years, respectively. In conclusion, adults recommended initiation or intensification of antihypertensive medication by the ACC/AHA but not the ACP/AAFP guideline have high atherosclerotic cardiovascular disease risk that may be reduced through treatment initiation or intensification.",,"From the Department of Biostatistics (B.C.J., G.H., D.L.L.), University of Alabama at Birmingham.",,,"Jaeger BC, Anstey DE, Bress AP, Booth JN, Butler M, Clark D, Howard G, Kalinowski J, Long DL, Ogedegbe G",,"",,"10.1161/hypertensionaha.118.12291",,"","1524-4563",,"pubmed:30595115",,,"No","0194-911X","2","Hypertension (Dallas, Tex. : 1979)","","eng",,"Print",,,,,,"327","334",,,"2019-02","Published",,,,,"2019-01-01",,,,"Cardiovascular Disease and Mortality in Adults Aged ≥60 Years According to Recommendations by the American College of Cardiology/American Heart Association and American College of Physicians/American Academy of Family Physicians.","Journal Article","73",,"0","Hypertension (0073-425X)","A*","HYPERTENSION (0194-911X)","6.8570","Hypertension (0194-911X)","3.186","Hypertension (0194-911X)","1.852","No",,"yellow","06/11/2018 04:09:39","MED:30595115","Europe PubMed Central","Hypertension","SHERPA/RoMEO"
"2084377","Journal article (Peer Reviewed)","06/08/2018",,"© 2018 The Author(s). Background: While there is a great deal of research updating methods for estimating renal function, many of these methods are being developed in either adults with CKD or younger children. Currently, there is limited understanding of the agreement between the modified new bedside Schwartz estimated glomerular filtration rate (eGFR) formula and the adult CKD-EPI formula in adolescents and young adults (AYAs) with chronic kidney disease (CKD) measured longitudinally. Methods: Longitudinal cohort study of 242 patients (10-30 years) with CKD, followed retrospectively in a single tertiary centre as they transitioned from the paediatric- to adult-focused settings. The study population came from a longitudinal cohort of AYAs undergoing healthcare transition at the STARx Program at the University of North Carolina, in the South-Eastern USA, from 2006 to 2015. We calculated and compared the eGFR using the new bedside Schwartz formula and the CKD-EPI eGFR. Measurements were repeated for each age in years. Agreement was tested using Bland & Altman analysis. Subgroup analysis was performed using the following age groups 10-15, 15-20, 20-25 and 25-30 years, glomerular and non-glomerular causes of CKD and height z-score. Results: Using repeated measures, concordance between the new Schwartz and CKD-EPI eGFR was low at 0.74 (95% C.I. 0.67, 0.79) at the lowest age range of 10-15, 0.78 (95% C.I. 0.71, 0.84) at age 15-20, 0.80 (0.70, 0.87) at ages 20-25, and 0.82 (95% C.I. 0.70, 0.90) at age 25-30. Discordance was worse in males and largest in the 10-15 year-old age group, and in patients with stunted growth. Conclusions: The Schwartz and CKD-EPI equations exhibit poor agreement in patients before and during the transition period with CKD-EPI consistently yielding higher eGFRs, especially in males. Further studies are required to determine the appropriate age for switching to the CKD-EPI equation after age 18.",,"",,,"Webster-Clark M, Jaeger B, Zhong Y, Filler G, Alvarez-Elias A, Franceschini N, Díaz-González De Ferris ME",,"",,"10.1186/s12882-018-0995-1",,"","1471-2369",,"pubmed:30081844",,,,,"1","BMC Nephrology","",,,,,,,,,,,,,"2018-08-06","Published",,,,,,,,,"Low agreement between modified-Schwartz and CKD-EPI eGFR in young adults: A retrospective longitudinal cohort study","Journal Article","19",,"1","BMC Nephrology (1471-2369)","C","BMC Nephrology (1471-2369)","2.2890","BMC Nephrology (1471-2369)","0.898","BMC Nephrology (1471-2369)","1.009","Yes","CC BY","green","06/11/2018 14:12:08","2-s2.0-85051195874","Scopus","BMC Nephrology","DOAJ"
"2084377","Journal article (Peer Reviewed)","06/08/2018",,"BACKGROUND: While there is a great deal of research updating methods for estimating renal function, many of these methods are being developed in either adults with CKD or younger children. Currently, there is limited understanding of the agreement between the modified new bedside Schwartz estimated glomerular filtration rate (eGFR) formula and the adult CKD-EPI formula in adolescents and young adults (AYAs) with chronic kidney disease (CKD) measured longitudinally. METHODS: Longitudinal cohort study of 242 patients (10-30 years) with CKD, followed retrospectively in a single tertiary centre as they transitioned from the paediatric- to adult-focused settings. The study population came from a longitudinal cohort of AYAs undergoing healthcare transition at the STARx Program at the University of North Carolina, in the South-Eastern USA, from 2006 to 2015. We calculated and compared the eGFR using the new bedside Schwartz formula and the CKD-EPI eGFR. Measurements were repeated for each age in years. Agreement was tested using Bland & Altman analysis. Subgroup analysis was performed using the following age groups 10-15, 15-20, 20-25 and 25-30 years, glomerular and non-glomerular causes of CKD and height z-score. RESULTS: Using repeated measures, concordance between the new Schwartz and CKD-EPI eGFR was low at 0.74 (95% C.I. 0.67, 0.79) at the lowest age range of 10-15, 0.78 (95% C.I. 0.71, 0.84) at age 15-20, 0.80 (0.70, 0.87) at ages 20-25, and 0.82 (95% C.I. 0.70, 0.90) at age 25-30. Discordance was worse in males and largest in the 10-15 year-old age group, and in patients with stunted growth. CONCLUSIONS: The Schwartz and CKD-EPI equations exhibit poor agreement in patients before and during the transition period with CKD-EPI consistently yielding higher eGFRs, especially in males. Further studies are required to determine the appropriate age for switching to the CKD-EPI equation after age 18.","2018-07-26","",,,"Webster-Clark M, Jaeger B, Zhong Y, Filler G, Alvarez-Elias A, Franceschini N, Díaz-González de Ferris ME","https://www.ncbi.nlm.nih.gov/pubmed/30081844","",,"10.1186/s12882-018-0995-1",,"","1471-2369",,"pmc:PMC6080537",,,,,"1","BMC Nephrol","CKD, CKD-EPI, Paediatric to adult transition, Schwartz formula, eGFR","eng","England",,,,,,,"194",,,"10.1186/s12882-018-0995-1",,"Published online",,,,,,,,,"Low agreement between modified-Schwartz and CKD-EPI eGFR in young adults: a retrospective longitudinal cohort study.","Journal Article","19",,,"BMC Nephrology (1471-2369)","C","BMC Nephrology (1471-2369)","2.2890","BMC Nephrology (1471-2369)","0.898","BMC Nephrology (1471-2369)","1.009","Yes","CC BY","green","06/11/2018 14:12:08","30081844","PubMed","BMC Nephrology","DOAJ"
"2084377","Journal article (Peer Reviewed)","06/08/2018",,"BACKGROUND:While there is a great deal of research updating methods for estimating renal function, many of these methods are being developed in either adults with CKD or younger children. Currently, there is limited understanding of the agreement between the modified new bedside Schwartz estimated glomerular filtration rate (eGFR) formula and the adult CKD-EPI formula in adolescents and young adults (AYAs) with chronic kidney disease (CKD) measured longitudinally. METHODS:Longitudinal cohort study of 242 patients (10-30 years) with CKD, followed retrospectively in a single tertiary centre as they transitioned from the paediatric- to adult-focused settings. The study population came from a longitudinal cohort of AYAs undergoing healthcare transition at the STARx Program at the University of North Carolina, in the South-Eastern USA, from 2006 to 2015. We calculated and compared the eGFR using the new bedside Schwartz formula and the CKD-EPI eGFR. Measurements were repeated for each age in years. Agreement was tested using Bland & Altman analysis. Subgroup analysis was performed using the following age groups 10-15, 15-20, 20-25 and 25-30 years, glomerular and non-glomerular causes of CKD and height z-score. RESULTS:Using repeated measures, concordance between the new Schwartz and CKD-EPI eGFR was low at 0.74 (95% C.I. 0.67, 0.79) at the lowest age range of 10-15, 0.78 (95% C.I. 0.71, 0.84) at age 15-20, 0.80 (0.70, 0.87) at ages 20-25, and 0.82 (95% C.I. 0.70, 0.90) at age 25-30. Discordance was worse in males and largest in the 10-15 year-old age group, and in patients with stunted growth. CONCLUSIONS:The Schwartz and CKD-EPI equations exhibit poor agreement in patients before and during the transition period with CKD-EPI consistently yielding higher eGFRs, especially in males. Further studies are required to determine the appropriate age for switching to the CKD-EPI equation after age 18.",,"Gillings School of Global Public Health, Chapel Hill, NC, USA.",,,"Webster-Clark M, Jaeger B, Zhong Y, Filler G, Alvarez-Elias A, Franceschini N, Díaz-González de Ferris ME",,"",,"10.1186/s12882-018-0995-1",,"","1471-2369",,"pubmed:30081844, pmc:PMC6080537",,,"Yes","1471-2369","1","BMC nephrology","","eng",,"Electronic",,,,,,"194",,,,"2018-08-06","Published",,,"CC BY",,"2018-08-08",,,,"Low agreement between modified-Schwartz and CKD-EPI eGFR in young adults: a retrospective longitudinal cohort study.","research-article, Journal Article","19",,"0","BMC Nephrology (1471-2369)","C","BMC Nephrology (1471-2369)","2.2890","BMC Nephrology (1471-2369)","0.898","BMC Nephrology (1471-2369)","1.009","Yes","CC BY","green","06/11/2018 14:12:08","MED:30081844","Europe PubMed Central","BMC Nephrology","DOAJ"
"2034650","Journal article (Peer Reviewed)","27/04/2018",,"© 2018, © 2018 Informa UK Limited, trading as Taylor  &  Francis Group.  The linear mixed model, sometimes referred to as the multi-level model, is one of the most widely used tools for analyses involving clustered data. Various definitions of R 2 have been proposed for the linear mixed model, but several limitations prevail. Presently, there is no method to compute R 2 for the linear mixed model that accommodates an interpretation based on variance partitioning, a method to quantify uncertainty and produce confidence limits for the R 2 statistic, and a capacity to use the R 2 statistic to conduct covariance model selection in a manner similar to information criteria. In this article, we introduce such an R 2 statistic. The proposed R 2 measures the proportion of generalized variance explained by fixed effects in the linear mixed model. Simulated and real longitudinal data are used to illustrate the statistical properties of the proposed R 2 and its capacity to be applied to covariance model selection.",,"",,,"Jaeger BC, Edwards LJ, Gurka MJ",,"",,"10.1080/02664763.2018.1466869",,"","1360-0532",,"",,,,"0266-4763","1","Journal of Applied Statistics","",,,,,,,,,"164","184",,,"2019-01-02","Published",,,,,,,,,"An R <sup>2</sup> statistic for covariance model selection in the linear mixed model","Journal Article","46",,"1","Journal of Applied Statistics (0266-4763)","B","JOURNAL OF APPLIED STATISTICS (0266-4763)","0.6640","Journal of Applied Statistics (1360-0532)","0.402","Journal of Applied Statistics (0266-4763)","0.747","No",,"green","12/01/2018 21:19:18","2-s2.0-85046023291","Scopus","Journal of Applied Statistics","SHERPA/RoMEO"
"2034650","Journal article (Peer Reviewed)","27/04/2018",,,,"",,,"Jaeger BC, Edwards LJ, Gurka MJ",,"",,"10.1080/02664763.2018.1466869",,"","1360-0532",,"",,,,"0266-4763",,"Journal of Applied Statistics","",,,,"peerreview_statement: The publishing and review policy for this title is described in its Aims & Scope.
aims_and_scope_url: http://www.tandfonline.com/action/journalInformation?show=aimsScope&journalCode=cjas20",,,,"2018-04-25","1","21",,,"2018-04-25","Published",,,,,,,,,"An  R 2  statistic for covariance model selection in the linear mixed model","",,,,"Journal of Applied Statistics (0266-4763)","B","JOURNAL OF APPLIED STATISTICS (0266-4763)","0.6640","Journal of Applied Statistics (1360-0532)","0.402","Journal of Applied Statistics (0266-4763)","0.747","No",,"green","12/01/2018 21:19:18","10.1080/02664763.2018.1466869","Crossref","Journal of Applied Statistics","SHERPA/RoMEO"
"2068491","Journal article (Peer Reviewed)","01/04/2018",,"© 2017 The Authors BJU International © 2017 BJU International Published by John Wiley  &  Sons Ltd Objectives: To identify changes in health-related quality of life (HRQoL) after diagnosis of bladder cancer in older adults in comparison with a group of adults without bladder cancer (controls). Patients and Methods: Data from the Surveillance, Epidemiology and End Results registries were linked with Medicare Health Outcomes Survey (MHOS) data. Medicare beneficiaries aged ≥65 years in the period 1998–2013, who were diagnosed with bladder cancer between baseline and follow-up through the MHOS, were matched with control subjects without cancer using propensity scores. Linear mixed models were used to estimate predictors of HRQoL changes. Results: After matching, 535 patients with bladder cancer (458 non-muscle-invasive bladder cancer [NMIBC] and 77 with muscle-invasive bladder cancer [MIBC]) and 2 770 control subjects without cancer were identified. Both patients with NMIBC and those with MIBC reported significant declines in HRQoL scores over time vs controls: physical component summary −2 and −5.3 vs −0.4, respectively; bodily pain −1.9 and −3.6 vs −0.7; role physical −2.7 and −4.7 vs −0.7; general health −2.4 and −6.1 vs 0; vitality −1.2 and −3.5 vs −0.1; and social functioning −2.1 and −5.7 vs −0.8. All scores ranged from 0 to 100. When stratified by time since diagnosis, HRQoL improved over 1 year for some domains (role physical), but remained lower across most domains. Conclusions: After diagnosis, patients with bladder cancer experienced significant declines in physical, mental and social HRQoL relative to controls. Decrements were most pronounced among individuals with MIBC. Methods to better understand and address HRQoL decrements among patients with bladder cancer are needed.",,"",,,"Smith AB, Jaeger B, Pinheiro LC, Edwards LJ, Tan HJ, Nielsen ME, Reeve BB",,"",,"10.1111/bju.14047",,"","1464-410X",,"pubmed:28990272",,,,"1464-4096","4","BJU International","",,,,,,,,,"549","557",,,"2018-04-01","Published",,,,,,,,,"Impact of bladder cancer on health-related quality of life","Journal Article","121",,"8","BJU International (1464-410X)","C","BJU INTERNATIONAL (1464-4096)","4.3380","BJU International (1464-410X)","2.181","BJU International (1464-4096)","1.565","No",,"yellow","26/04/2018 02:11:04","2-s2.0-85032834983","Scopus","BJU International","SHERPA/RoMEO"
